Item Name;Aer;Alienis;Aqua;Arbor;Auram;Bestia;Caelum;Cognitio;Corpus;Desidia;Electrum;Exanimis;Fabrico;Fames;Gelum;Gula;Herba;Humanus;Ignis;Infernus;Instrumentum;Invidia;Ira;Iter;Limus;Lucrum;Lux;Luxuria;Machina;Magneto;Messis;Metallum;Meto;Mortuus;Motus;Nebrisum;Ordo;Pannus;Perditio;Perfodio;Permutatio;Potentia;Praecantatio;Radio;Sano;Sensus;Spiritus;Strontio;Superbia;Tabernus;Telum;Tempestas;Tempus;Tenebrae;Terminus;Terra;Tutamen;Vacuos;Venenum;Victus;Vinculum;Vitium;Vitreus;Volatus
Boots of the Traveler (4392:0);3;;;;;;;;2;;;;2;;;;;;;;;;;5;;;;;;;;;;;;;1;4;;;;;1;;;;;;;12;;;;;;;;;;;;;1;6
Ender Resonator (5262:3);;8;;;;;;;;;;;;;;;;;2;;;;;8;;6;2;;1;;;9;;;;;2;;;;;2;5;;;3;2;;;;;;;;;2;;;;;2;;;
Frank'N'Zombie (5262:2);;;;;;;;;4;;;2;;;;;;1;2;;;;;;;10;;;1;;;17;;4;;;2;;;;;3;;;;2;6;;;;;;;;;3;;;;;2;;;
Z-Logic Controller (5262:1);;;;;;;;;4;;;;;;;;;;2;;;;;;;10;;;1;;;17;;4;;;2;;;;;3;;;;2;6;;;;;;;;;2;;;;;2;;;
Zombie Electrode (5262:0);;;;;;;;;4;;;;;;;;;;2;;;;;;;10;4;;3;;;17;;4;;;2;;;;;7;;;;4;4;;;;;;;;;;;;;;;;;
Leather Boots (301:32767);;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;
Leather Boots (301:0);;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;2;;;;;;;;;;;;;;
Magma Block (3023:0);;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
Player Compass (7573:0);;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;
Mustard Seeds Crop (2387:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Stairs (2530:0);;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aluminum Brass Dust (4610:42);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Manyullyn Dust (4610:41);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;
Aluminum Dust (4610:40);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1
Cobalt Dust (4610:39);;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Ardite Dust (4610:38);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Pig Iron Platter (4610:35);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pig Iron Ingot (4610:34);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Steel Nugget (4610:33);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obzinite Nugget (4610:32);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bronze Nugget (4610:31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Manyullyn Nugget (4610:30);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ardite Nugget (4610:29);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobalt Nugget (4610:28);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obsidian Nugget (4610:27);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aluminum Nugget (4610:22);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tin Nugget (4610:21);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Copper Nugget (4610:20);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iron Nugget (4610:19);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obsidian Ingot (4610:18);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;
Steel Ingot (4610:16);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obzinite Ingot (4610:15);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;
Bronze Ingot (4610:13);;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aluminum Ingot (4610:11);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Tin Ingot (4610:10);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
Copper Ingot (4610:9);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Manyullyn Ingot (4610:5);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;
Ardite Ingot (4610:4);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Cobalt Ingot (4610:3);;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Spooky Leaves (975:0);;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melon (103:32767);;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Mytryl Plate (7439:6387);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Manyullyn Plate (7439:6386);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;
Superdense Enhanced Galgadorian Plate (7439:6385);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Galgadorian Plate (7439:6384);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Reinforced Plate (7439:6383);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Ardite Plate (7439:6382);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Raw Palladium Ore (7439:5052);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Enderium Base Plate (7439:6380);;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Soularium Plate (7439:6379);;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Pulsating Iron Plate (7439:6378);;1;;;;;;;;;;;1;;;;;;1;;;;;1;;;;;1;;;1;;;;;;;;;;1;1;;;;;;;;;;;1;;;;;;;;;;
Superdense Redstone Alloy Plate (7439:6381);;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;1;;;1;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;
Superdense HSS-S Plate (7439:6374);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;1;;;1;;;;1;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;
Superdense HSS-E Plate (7439:6373);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;1;;;1;;;;;1;;;;;;;1;;;;;;;;;;1;;;1;;;;;;;
Superdense HSS-G Plate (7439:6372);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;1;;;1;;;;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;
Superdense Vanadiumsteel Plate (7439:6371);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;1;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;
Superdense Tungstencarbide Plate (7439:6370);;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;
Superdense Conductive Iron Plate (7439:6369);;;;;;;;;;;;;1;;;;;;1;;;;;;;1;;;1;;;2;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;
Superdense Shadow Metal Plate (7439:6368);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Vibrant Alloy Plate (7439:6367);;1;;;;;;;;;;;1;;;;;;1;;;;;1;;1;;;1;;;1;;;;;1;;;;1;1;1;;;1;;;;;;;;1;;;;;;;;;;
Superdense Energetic Alloy Plate (7439:6366);;;;;;;;;;;;;1;;;;;;1;;;;;;;1;;;1;;;1;;;;;1;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;
Superdense Electrical Steel Plate (7439:6365);;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;1;;;;;1;;;;;1;;;;;;;;;;;;1;;;;;;;;;;
Superdense Dark Steel Plate (7439:6364);1;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;1;;;;;1;;;;;1;;;1;;;;;;;;;1;;;;;;;;;;
Superdense Tin Alloy Plate (7439:6363);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Knightmetal Plate (7439:6362);;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Chromium Dioxide Plate (7439:6361);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Niobium-Titanium Plate (7439:6360);;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
Superdense Niobium Nitride Plate (7439:6359);1;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Yttrium Barium Cuprate Plate (7439:6358);1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;1;;;
Superdense Vanadium-Gallium Plate (7439:6357);;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
Superdense Magnetic Neodymium Plate (7439:6356);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Magnetic Steel Plate (7439:6355);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Magnetic Iron Plate (7439:6354);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Bismuth Bronze Plate (7439:6353);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;
Superdense Black Bronze Plate (7439:6352);;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Superdense Rose Gold Plate (7439:6351);;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Superdense Sterling Silver Plate (7439:6350);;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Superdense Blue Steel Plate (7439:6349);;;;;;;;;;;;;1;;;;;;1;;1;;;;;1;;;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Superdense Red Steel Plate (7439:6348);;;;;;;;;;;;;1;;;;;;1;;1;;;;;1;;;;;;1;;;;;1;;;;1;;;;1;;;;;;;;;;;;;;;;;;;
Superdense Fiery Steel Plate (7439:6346);;;;;;;;;3;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;
Superdense Annealed Copper Plate (7439:6345);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Superdense Ultimet Plate (7439:6344);;;;;;;;;;;;;1;;;;;;1;;1;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Cobalt Brass Plate (7439:6343);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
Superdense Deep Dark Iron Plate (7439:6342);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Meteoric Steel Plate (7439:6341);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Meteoric Iron Plate (7439:6340);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Steeleaf Plate (7439:6339);;;;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Superdense Ironwood Plate (7439:6338);;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;
Superdense Shadow Steel Plate (7439:6337);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Superdense Shadow Iron Plate (7439:6336);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Superdense Damascus Steel Plate (7439:6335);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Black Steel Plate (7439:6334);;;;;;;;;;;;;1;;;;;;1;;;;;;;1;;;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Superdense Astral Silver Plate (7439:6333);;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Superdense Mithril Plate (7439:6331);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Superdense Thaumium Plate (7439:6330);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Superdense Tritanium Plate (7439:6329);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Duranium Plate (7439:6328);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Naquadria Plate (7439:6327);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;4;;;;3;;;;;;;;3;;;;;;;;;;;;;;;;;;;;
Superdense Enriched Naquadah Plate (7439:6326);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;3;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
Superdense Naquadah Alloy Plate (7439:6325);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Naquadah Plate (7439:6324);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;3;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
Superdense Infused Gold Plate (7439:6323);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Enderium Plate (7439:6321);;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Fluxed Electrum Plate (7439:6320);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Adamantium Plate (7439:6319);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Sunnarium Plate (7439:6318);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Osmiridium Plate (7439:6317);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Tungstensteel Plate (7439:6316);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
Superdense Battery Alloy Plate (7439:6315);;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Soldering Alloy Plate (7439:6314);;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
Superdense Magnalium Plate (7439:6313);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Superdense Kanthal Plate (7439:6312);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Superdense Nichrome Plate (7439:6311);;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Cupronickel Plate (7439:6310);;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Superdense Blue Alloy Plate (7439:6309);;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Red Alloy Plate (7439:6308);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Pig Iron Plate (7439:6307);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Stainless Steel Plate (7439:6306);;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Steel Plate (7439:6305);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Wrought Iron Plate (7439:6304);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Electrum Plate (7439:6303);;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Invar Plate (7439:6302);;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Brass Plate (7439:6301);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Bronze Plate (7439:6300);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Vivid Alloy Plate (7439:6408);;1;;;;;;;;;;;1;;;;;;1;;;;;1;;1;;;1;;;1;;;;;1;;;;1;1;1;;;1;;;;;;;;1;;;;;;;;;;
Superdense Gaia Spirit Plate (7439:6205);;;;;24;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;27;;;;;;;;;;;;;;;;;24;;;;
Superdense Elven Elementium Plate (7439:6203);;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
Superdense Terrasteel Plate (7439:6202);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;
Superdense Manasteel Plate (7439:6201);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Transcendent Metal Nanites (7439:4581);;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Prismatic Naquadah Plate (7439:6163);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Proto-Halkonite Steel Plate (7439:6154);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Hot Proto-Halkonite Steel Plate (7439:6153);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Creon Plate (7439:6149);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
Superdense Mellion Plate (7439:6148);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
Superdense Six-Phased Copper Plate (7439:6147);;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Magmatter Plate (7439:6143);;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Eternity Plate (7439:6141);;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Universium Plate (7439:6139);;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Superconductor Base UMV Plate (7439:6134);;;;;;;;;;;40;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Netherite Plate (7439:6132);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Superconductor Base UIV Plate (7439:6131);;;;;;;;;;;34;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Neutronium Plate (7439:6129);;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;
Superdense Polyphenylene Sulfide Plate (7439:6631);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Hellish Metal Plate (7439:6125);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Polystyrene Sheet (7439:6636);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Attuned Tengam Plate (7439:6112);;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Purified Tengam Plate (7439:6111);;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Americium Plate (7439:6103);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
Superdense Plutonium 241 Plate (7439:6101);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;
Superdense Plutonium 239 Plate (7439:6100);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
Superdense Uranium 238 Plate (7439:6098);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
Superdense Uranium 235 Plate (7439:6097);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
Superdense Thorium Plate (7439:6096);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
Superdense Bismuth Plate (7439:6090);;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Lead Plate (7439:6089);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Gold Plate (7439:6086);;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superdense Platinum Plate (7439:6085);;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
